drugName,condition,review,rating,usefulCount,condition_cat,stemmedReview
Acidophilus,Vaginal Yeast Infection,"""I have type 1 diabetes and because of high blood sugar levels I used to suffer from yeast infections at least twice a year. A friend told me about acidophilus pills and I am forever grateful. I take them by mouth a couple of times a month to prevent yeast infections and if I ever feel one coming on or just generally feel any kind of irritation I will break a pill in half and wet it a bit so its more comfortable and insert into the affected area. You definitely need to get comfortable with yourself to do that, but it&#039;s so worth it. It won&#039;t completely break down and might come back out after a couple days, but it works. Taking too many by mouth gave me a little bloating and gas, but I&#039;ll take that over the painful infections. I hope this helps""",10.0,0,130,i type diabet high blood sugar level i use suffer yeast infect least twice year a friend told acidophilu pill i forev grate i mouth coupl time month prevent yeast infect i ever feel come gener feel kind irrit i break pill half wet bit comfort insert affect area you definit need get comfort worth it complet break might back coupl day work take mani mouth gave littl bloat ga i pain infect i hope help
Contrave,Obesity,"""I started the medicine 4 days ago and down 4 pounds already!  It curbs my appetite and I don&#039;t snack eat like I use to.  I have also noticed that I have more energy which keeps me moving throughout the day and wanting to walk when I get home!  So far so good!  I also feel focused!! I think the energy is helping boost my metabolism!""",9.0,40,89,i start medicin day ago pound alreadi it curb appetit i snack eat like i use i notic i energi keep move throughout day want walk i get home so far good i feel focus i think energi help boost metabol
Metformin,Polycystic Ovary Syndrome,"""I was diagnosed with PCOS in 2013 but did not start taking Metformin seriously until late 2014.  I am also prediabetic, which is what has jump started my desire to seriously lose weight.  I cannot speak for blood sugar levels as I have not had them rechecked, nor have I gotten my cycle back, but I also have a significant amount of weight to lose first.  I definitely experience upset stomach and pretty intense diarrhea; however, this only seems to happen if I do not watch my carb and/or sugar intake.  If I eat sensibly, I have little to no issues in the side effect department.  I am losing weight and moving more, and hope to one day not need medication anymore.""",10.0,24,101,i diagnos pco start take metformin serious late i prediabet jump start desir serious lose weight i cannot speak blood sugar level i recheck i gotten cycl back i signific amount weight lose first i definit experi upset stomach pretti intens diarrhea howev seem happen i watch carb sugar intak if i eat sensibl i littl issu side effect depart i lose weight move hope day need medic anymor
Terconazole,Vaginal Yeast Infection,"""So, I was having symptoms of BV so I went to the doctor and found out it was a yeast infection, after using the cream for just 3 days (it was a 7 day dosage) I had a major reaction, bad vaginal pains I could barely sleep. I went back to the doctor who now says it was not a reaction but possibly herpes. I had no pain no issues or anything before this cream, now possibly herpes. I am waiting on my results and praying it was in fact a reaction to this horrible cream""",1.0,3,130,so i symptom bv i went doctor found yeast infect use cream day day dosag i major reaction bad vagin pain i could bare sleep i went back doctor say reaction possibl herp i pain issu anyth cream possibl herp i wait result pray fact reaction horribl cream
Plan B,Emergency Contraception,"""Hello all! I am sharing this because I want to reassure everyone that this drug does its job extremely well. I recently had gone off the pill and hadn&#039;t had sex in a month due to me and my long term partner being split. We decided to get back together and have sex, however, it was unprotected and his sperm did go inside of me. I am almost positive I was on my most fertile day but here I am, 12 days later after taking the Plan B and I am not pregnant. I took it within two hours after having unprotected sex. I had lots of breast tenderness and swelling, mood swings, and right now I am experiencing heavy cramps. But I do want to ease people&#039;s minds that this medicine is highly effective and it has relieved me because I am not ready for a bab""",10.0,15,47,hello i share i reassur everyon job extrem well i recent gone pill sex month due long term partner split we decid get back togeth sex howev unprotect sperm go insid i almost posit i fertil day i day later take plan b i pregnant i took within two hour unprotect sex i lot breast tender swell mood swing right i experienc heavi cramp but i eas peopl mind medicin highli effect reliev i readi bab
Ethinyl estradiol / levonorgestrel,Birth Control,"""Never had any side effects from this medication apart from some occasional spotting. I had to switch due to no one carrying it where I moved too. I was overall very happy with this product.""",9.0,5,23,never side effect medic apart occasion spot i switch due carri i move i overal happi product
Levonorgestrel,Birth Control,"""I have had my Mirena for three months now. Insertion was only painful when measuring the uterus. I am a small girl (5&#039;1 and 90 pounds) so this could be why it was painful. I had cramps for a few days but a heat pillow solved that. I had zero spotting after insertion and haven&#039;t had a period since. Though my chest has grown about one size (nothing to complain about) and blemishes are starting to appear. My waist has become more curvy and sex drive more intense. Altogether I absolutely love it!""",10.0,2,23,i mirena three month insert pain measur uteru i small girl pound could pain i cramp day heat pillow solv i zero spot insert period sinc though chest grown size noth complain blemish start appear my waist becom curvi sex drive intens altogeth i absolut love
Saphris,Bipolar Disorde,"""This was my second time trying saphris. Throughout my first experience,  it worked great for my severe depression,  but caused me to gain 20  pounds in a very short time frame. This increase in weight wasn&#039;t acceptable, as I battle with bulimia as well. The second time around,  a few years later,  I had high hopes for this medication,  as it had virtually wiped out my depression while on it in the past, and I was taking the precautionary measure of adding Effexor to my medication regimen to help counteract the side effect of increased hunger and weight gain. The Effexor did help with decreasing my appetite;  however the antidepressant effect was not nearly as strong for some reason.  It may have even worsened my depressive symptoms.""",7.0,7,22,thi second time tri saphri throughout first experi work great sever depress caus gain pound short time frame thi increas weight accept i battl bulimia well the second time around year later i high hope medic virtual wipe depress past i take precautionari measur ad effexor medic regimen help counteract side effect increas hunger weight gain the effexor help decreas appetit howev antidepress effect nearli strong reason it may even worsen depress symptom
Augmentin,Sinusitis,"""I was prescribed Augmfnyin 875 twice a day for a severe sinus infection and just after two pills (one day) I could see light at the end of a dark stuffy congested tunnel...I began feeling much better almost immediately but a side effect that almost subways happens to me with antibiotics....I got a yeast infection! My doctor told me that this is common because an antibiotics job is to kill bacteria all whether good or bad....these include bacterial that naturally occur and are normal in the vaginal tract so my doctor usually prescribes something for a yeast infection. Other than that taken with food I did not have any side effects and feel much better..it&#039;s amazing how quickly it works. After being miserable for days, I&#039;m very happy!""",8.0,76,113,i prescrib augmfnyin twice day sever sinu infect two pill day i could see light dark stuffi congest tunnel i began feel much better almost immedi side effect almost subway happen antibiot i got yeast infect my doctor told common antibiot job kill bacteria whether good bad includ bacteri natur occur normal vagin tract doctor usual prescrib someth yeast infect other taken food i side effect feel much better amaz quickli work after miser day i happi
Depo-Provera,Birth Control,"""I am 17 and was on it for half a year and never had a period. I got off it in January and still today have no period and its been 10 months. """,2.0,2,23,i half year never period i got januari still today period month
Lexapro,Anxiety,"""This medicine was an extremely horrible experience for me. My doctor prescribed it to me for anxiety and day one sent me off the edge. How I felt during anxiety attacks was how this medication made me feel but fifty times worse. I felt like I drank a million milligrams of coffee and was on pins and needles for 8 hours. After reading these reviews I hate that it didn&#039;t have the same affect on me as it did the majority. I hate anxiety but I can&#039;t see myself taking another one of those pills EVER.""",1.0,25,10,thi medicin extrem horribl experi my doctor prescrib anxieti day sent edg how i felt anxieti attack medic made feel fifti time wors i felt like i drank million milligram coffe pin needl hour after read review i hate affect major i hate anxieti i see take anoth pill ever
Tamiflu,Influenza,"""For the people who are worried about taking Tamiflu because of vomiting or worse symptoms, there is no need. I was worried of vomiting when my doctor prescribed it too me. To lessen the chance or basically exterminate the chance of vomiting, have a snack or a meal and you won&#039;t feel a thing. It will feel like your taking a regular medicine.""",10.0,2,71,for peopl worri take tamiflu vomit wors symptom need i worri vomit doctor prescrib to lessen chanc basic extermin chanc vomit snack meal feel thing it feel like take regular medicin
Sertraline,Obsessive Compulsive Disorde,"""Been on it reluctantly for two years at first did not work, tried others and went back to it. Originally 100mg no sex drive and extreme tiredness, cut in half deal with very very mild thoughts and occurrence of negativity, the sex drive modest and normal. So at 50mg slights on everything but able to function and think out problems instead of reacting horrible.""",9.0,5,90,been reluctantli two year first work tri other went back origin mg sex drive extrem tired cut half deal mild thought occurr neg sex drive modest normal so mg slight everyth abl function think problem instead react horribl
Trazodone,Depression,"""I take trazodone to help balance the effects Cymbalta had on my sleep and to help with my depression. My experience has been wonderful, helps me fall asleep and sleep restfully. Together with Cymbalta, Trazodone has completely eradicated my depression.""",10.0,63,40,i trazodon help balanc effect cymbalta sleep help depress my experi wonder help fall asleep sleep rest togeth cymbalta trazodon complet erad depress
Prazosin,High Blood Pressure,"""Using this for parasomnia, bph and bp. Kind of silver bullet. But my new doc tried to give me the brand name... Is it an extended release or just much more expensive? I only take it at night and dizziness hasnt been an issue. Seems to work as well as other bph meds that I have tried, my bp has also been reasonable. Seems to make sleepwalking more infrequent which is why I tried it.""",6.0,2,63,use parasomnia bph bp kind silver bullet but new doc tri give brand is extend releas much expens i night dizzi hasnt issu seem work well bph med i tri bp reason seem make sleepwalk infrequ i tri
Tamiflu,Influenza,"""My husband tested positive for the flu on 2nd day of having symptoms. His Dr prescribed Tamiflu for both he and I since I slept in same bed while he was sick. One day later, I started to feel symptoms as well...aches, chills &amp; fever. I immediately started the tamiflu &amp; was only out of commission for 1 full day. Tamiflu is amazing if you start it early enough.""",10.0,5,71,my husband test posit flu nd day symptom hi dr prescrib tamiflu i sinc i slept bed sick one day later i start feel symptom well ach chill amp fever i immedi start tamiflu amp commiss full day tamiflu amaz start earli enough
Liothyronine,"Hypothyroidism, After Thyroid Removal","""I had my thyroid removed 3 years ago. I have been on various T4 supplements since: Synthroid, levothyroxine, Tirosint and continued to complain of fatigue, fogginess, wt gain, achiness, shortness of breath at exercise. FINALLY switched doctors as my Indian doctor would not try Armour. The new nurse practitioner looked at my labs: high T4, nonexistent T3. She switched me back to Synthroid and decreased the dosage, then added, for the FIRST time, Cytomel (T3). Within 3 days I have noticed a HUGE difference. So happy and still know the time test. BUT, fog is lifting, energy level increasing, sleeping well, HAPPY. I am hoping this continues. Noticed a slight headache at first but not bad. Will continue to cautiously be excited that we are ON to something.""",9.0,169,70,i thyroid remov year ago i variou t supplement sinc synthroid levothyroxin tirosint continu complain fatigu foggi wt gain achi short breath exercis final switch doctor indian doctor would tri armour the new nurs practition look lab high t nonexist t she switch back synthroid decreas dosag ad first time cytomel t within day i notic huge differ so happi still know time test but fog lift energi level increas sleep well happi i hope continu notic slight headach first bad will continu cautious excit on someth
Seroquel,Generalized Anxiety Disorde,"""This medicine is great for daytime anxiety or anxiety with insomnia. Doctors give way too much of this 300mg, 500mg, etc. to non-manic patients when much smaller dosages will work. I used a HALF TABLET (12.5mg) for sleep. Lately I used 1/4 tablet (one in morning and one in afternoon) to lower base anxiety level. You don&#039;t need to be knocked out to get relief from anxiety!""",8.0,215,54,thi medicin great daytim anxieti anxieti insomnia doctor give way much mg mg etc manic patient much smaller dosag work i use half tablet mg sleep late i use tablet morn afternoon lower base anxieti level you need knock get relief anxieti
ParaGard,Birth Control,"""I&#039;m currently 22 and I&#039;ve had my IUD for close to four years (March) I love it. I do have to warn though. It does cause heavier periods for the first few months. Mine went from three days to about a week long. There will be cramping. It is painful some days. But I&#039;ve never had cramps to begins with. So this was new. If you can get through the first 4-6 months of this, it is the best form of birth control. I always recommend it to my lady friends.""",10.0,14,23,i current i iud close four year march i love i warn though it caus heavier period first month mine went three day week long there cramp it pain day but i never cramp begin so new if get first month best form birth control i alway recommend ladi friend
Cialis,Erectile Dysfunction,"""I have only tried the generic version of Cialis so maybe the real thing would work better, but it does nothing for me except a slight thickening of the penis. That would be fine if I were taking the drug recreationally, but I do actually need some help.

I regularly take Kamagra, which is generic Viagra, and that does work. Viagra is better, and I can get away with half the dose that I use for Kamagra, but it still costs 5 times as much. The slight difference is that Viagra swell the penis a little and possibly numbs it s little too, making you last longer.

But if I had to rely on Cialis, I would have no sex life, effectively. It must just be me, or at least ineffective for some people, because many people swear by it.""",2.0,34,50,i tri gener version ciali mayb real thing would work better noth except slight thicken peni that would fine i take recreat i actual need help i regularli kamagra gener viagra work viagra better i get away half dose i use kamagra still cost time much the slight differ viagra swell peni littl possibl numb littl make last longer but i reli ciali i would sex life effect it must least ineffect peopl mani peopl swear
Nexplanon,Birth Control,"""I have been on nexplanon since 2-20-17 and have had a non stop period since two weeks after it was inserted""",1.0,2,23,i nexplanon sinc stop period sinc two week insert
Terbinafine,"Onychomycosis, Toenail","""Hideous fungus under all 10 toenails since age 12, I&#039;m 52 now. My life is changed, since in adolescence and even until today, I have hidden my toes and suffered ridicule and embarrassing questions. Been taking the drug for 4 mths as I write this.  It&#039;s a miracle. Big toenails have cleared beautifully to 50% and all other 8 nails are at 90% or better. Taste impacted minimally(temporary). Liver function normal. Just do it.""",10.0,151,91,hideou fungu toenail sinc age i my life chang sinc adolesc even today i hidden toe suffer ridicul embarrass question been take mth i write it miracl big toenail clear beauti nail better tast impact minim temporari liver function normal just
Ledipasvir / sofosbuvir,Hepatitis C,"""Headache""",10.0,41,60,headach
Dulaglutide,"Diabetes, Type 2","""Initial use info and review. Little dizzy and nausea the first day. So far, blood sugar readings are dropping. Was around 107-117. Now at 83. A1C is at 6.7. Looking forward to dropping THAT number. Next A1C read is in mid July. No other adverse affects so far.

(This &quot;Anti-Spam&quot; verification is ridiculous)""",8.0,13,42,initi use info review littl dizzi nausea first day so far blood sugar read drop wa around now a c look forward drop that number next a c read mid juli no advers affect far thi quot anti spam quot verif ridicul
Valium,Muscle Spasm,"""My new GP has been recommending Valium for over a year for chronic mid-back/facet joint paint and intermittent neck pain (bad disks from C3-C5) and sciatica/torn labrum at right hip, but I resisted her recommendation.  The chronic back pain flares every night, and often wakes me up and forces me out of bed.  It takes several hours for the pain to recede every morning, which is demoralizing.  Three nights ago I started taking 5 mg of valium at bedtime, and each morning I&#039;ve awakened with less and less pain so that I&#039;m hardly taking any pain medication during the day.  Fingers crossed that I can continue to take this dose at bedtime - the other testimonials on this website are giving me hope that this might be the case!!  Hallelujah!""",9.0,52,84,my new gp recommend valium year chronic mid back facet joint paint intermitt neck pain bad disk c c sciatica torn labrum right hip i resist recommend the chronic back pain flare everi night often wake forc bed it take sever hour pain reced everi morn demor three night ago i start take mg valium bedtim morn i awaken less less pain i hardli take pain medic day finger cross i continu dose bedtim testimoni websit give hope might case hallelujah
Etonogestrel,Birth Control,"""First had implanon then got Nexplanon, had a period first month and I have not had one since. I&#039;m due to remove it next year.  I do notice spotting  sometimes for a day but it honestly  usually coincides with when I&#039;m stressed. 
Had some weight gain also.

So far the best BC I&#039;ve  had in all my years.  I plan on trying for a baby next year then I will be back on it.""",9.0,5,23,first implanon got nexplanon period first month i sinc i due remov next year i notic spot sometim day honestli usual coincid i stress had weight gain so far best bc i year i plan tri babi next year i back
Mirtazapine,Anxiety,"""I have taken this medicine for 7 years. Gained lots of weight, now on Weight Watchers Diet and lost 16lbs so far.  Very happy now. At 45mg had bad restless legs, reduced to 30mg and sleep great 9 or 10 hours. Had intolerable insomnia my entire life before.  Wonder what would happen if reduced it to 15 mg. Also added 20 mg Prozac for daytime energy and works great.""",10.0,51,10,i taken medicin year gain lot weight weight watcher diet lost lb far veri happi at mg bad restless leg reduc mg sleep great hour had intoler insomnia entir life wonder would happen reduc mg also ad mg prozac daytim energi work great
Amphetamine / dextroamphetamine,ADHD,"""Binders made of lactate are not good for my stomach, the 443 and dark blue pill work best for me.""",10.0,1,4,binder made lactat good stomach dark blue pill work best
Norco,Pain,"""I also have knee pain, shoulder pain, elbow and hand and finger pain.  Norco seems to work best on the knee pain.""",10.0,19,97,i knee pain shoulder pain elbow hand finger pain norco seem work best knee pain
Ethinyl estradiol / levonorgestrel,Birth Control,"""I have only been on orsythia for about 1 month and I just started my second week of my second month.  I guess I didn&#039;t notice earlier but I started to get slight headaches and I didn&#039;t feel very well physically and mentally.  It do help with my cramps and my period, not so much my acne but it&#039;s better.  The worst part of orsythia has to be the mood swings and the sweating!  I sweat a lot even if it&#039;s cold I&#039;ll start a light sweat, it&#039;s gross.  But the mood swings are the worst I just started feeling this and it happened while I was talking to one of my friends I just blew up on him, for no reason.  Then later on I started to feel really bad(mentally) and I cried for a while and I couldn&#039;t figure out why I was crying! I don&#039;t recommend!""",2.0,7,23,i orsythia month i start second week second month i guess i notic earlier i start get slight headach i feel well physic mental it help cramp period much acn better the worst part orsythia mood swing sweat i sweat lot even cold i start light sweat gross but mood swing worst i start feel happen i talk friend i blew reason then later i start feel realli bad mental i cri i figur i cri i recommend
Leuprolide,Endometriosis,"""I received my first Lupron shot a couple weeks ago. In the past two weeks I have noticed that my pain isn&#039;t as bad or as often and it was before the shot. The down side is the mood swings and hot flashes. I thought I had a few weeks before I started experiencing the side effects, but I guess not. I know that the next six months are going to be rough, but the way I see it...I&#039;ve been suffering for five years already, what is six months of hell to help make it all go away? In my opinion, the Lupron shot is worth it.""",8.0,32,48,i receiv first lupron shot coupl week ago in past two week i notic pain bad often shot the side mood swing hot flash i thought i week i start experienc side effect i guess i know next six month go rough way i see i suffer five year alreadi six month hell help make go away in opinion lupron shot worth
Qsymia,Weight Loss,"""Began taking Qsymia 3.75 in June 2013. Its one year later I have lost 80 pounds. At the low dose I experience few side effects while still suppressing my urge to overeat. I&#039;ve used My Fitness Pal to track my 1200-1500 calories a day menus. No sugar cravings any more. For the last few weeks I have diminished my dosage to 3 times a week as I&#039;ve approached my maintenance weight goal. The weight loss has been easy. Now to figure out how Q can help me maintain the loss.""",10.0,61,131,began take qsymia june it year later i lost pound at low dose i experi side effect still suppress urg overeat i use my fit pal track calori day menu no sugar crave for last week i diminish dosag time week i approach mainten weight goal the weight loss easi now figur q help maintain loss
Progesterone,Progesterone Insufficiency,"""After a few days of use I had such horrible itching it prevented me from sleeping. The itching took about a week after discontinued use to subside.""",4.0,8,104,after day use i horribl itch prevent sleep the itch took week discontinu use subsid
Concerta,ADHD,"""Some of these experiences are quite alarming! I never experienced the really harsh side effects such as depression, suicidal thoughts and any other bad side effects. I&#039;ve been taking Concerta ever since I was 8. I was taken off of Concerta when I was 21 and I actually went down hill after that. I lost a lot of my friends and I can&#039;t control my thoughts, day dreams and mood swings and my performance at my job declined rapidly to the point where I almost lost it. I am 23 now and just got back on Concerta and am super happy with how it has organized my mind! .""",10.0,43,4,some experi quit alarm i never experienc realli harsh side effect depress suicid thought bad side effect i take concerta ever sinc i i taken concerta i i actual went hill i lost lot friend i control thought day dream mood swing perform job declin rapidli point i almost lost i got back concerta super happi organ mind
Ocella,Birth Control,"""I&#039;m 20, 5ft and 97lbs. I&#039;ve been on Ocella for 4ish years now. I originally was on Yaz then Yasmin the. When Ocella came out I switched. For me, the experience was normal. I was moody on my periods (nothing new) and a big decrease in acne! But now I am thinking of switching to a stronger birth control, even though I&#039;ve been on Ocella for so long and love the product I think my body needs a change in medication. I&#039;m becoming a little more irritated then the first 2 years, my nipples are especially tender after my period which never happened before. It&#039;s time for a change. Overall a great product if you would like to see a decrease in acne, no weight gain, no pregnancy scares, no depression or moodiness for the most part. Good for older teens!""",8.0,22,23,i ft lb i ocella ish year i origin yaz yasmin when ocella came i switch for experi normal i moodi period noth new big decreas acn but i think switch stronger birth control even though i ocella long love product i think bodi need chang medic i becom littl irrit first year nippl especi tender period never happen it time chang overal great product would like see decreas acn weight gain pregnanc scare depress moodi part good older teen
Amphetamine / dextroamphetamine,ADHD,"""I can&#039;t function without it. I&#039;m 20 years old and it turned my life around, the only thing was it gave me heart palpitations but its easily curable with a lower dose. I was taking 20 mg. I&#039;m going to try it 10 mg. Too much makes you stay up for ages.""",9.0,10,4,i function without i year old turn life around thing gave heart palpit easili curabl lower dose i take mg i go tri mg too much make stay age
Strattera,ADHD,"""This drug works mildly, not as well as stimulant medications like adderall.   Unfortonately while it mildly boosted concentration and motivation it severely increased my anxiety, ,heart rate, and tremors.   Stimulant medications actually decreased my natural tremors.   My pupils were always dialated as well.  To me this drug is a stimulant like super caffeine not a medicational stimulant.""",3.0,8,4,thi work mildli well stimul medic like adderal unforton mildli boost concentr motiv sever increas anxieti heart rate tremor stimul medic actual decreas natur tremor my pupil alway dialat well to stimul like super caffein medic stimul
Levonorgestrel,Birth Control,"""I had Skyla inserted 9/18/15. Never have I ever been pregnant.  I was 26 at the time of insertion. Insertion was VERY painful.  While the insertion was painful it lasted only 2-3 mins. I had slight pain for 3 days with MAJOR bloating.  I spotted every day for 8 months. It was enough I had to wear a panty liner. Eventually spotting stopped. My periods are irregular, when I did get one I would bleed for 15-20 days. It was always dark, thick tissue that I bled. I had severe cramps not only on my period but randomly. Severe 8/10 pain. I just had the device removed 11/30/17. While it did prevent pregnancy and I had minimal side effects. The prolonged bleeding, the pain, and unpredictability of getting my period made me choose to remove it.""",7.0,1,23,i skyla insert never i ever pregnant i time insert insert veri pain while insert pain last min i slight pain day major bloat i spot everi day month it enough i wear panti liner eventu spot stop my period irregular i get i would bleed day it alway dark thick tissu i bled i sever cramp period randomli sever pain i devic remov while prevent pregnanc i minim side effect the prolong bleed pain unpredict get period made choos remov
Bupropion / naltrexone,Obesity,"""I have been struggling with my weight for some time now and decided to speak with my Internist to see if she would give me a script for something that would curb my appetite for sweets &amp; fast food. She prescribed Contrave, honestly I&#039;ve never heard of this drug before. Did some research &amp; read everyone&#039;&#039;s comments and honestly, I was frightened by the many side effects. I&#039;m so desperate to lose the weight, I started my first dose today. I took the pill around 7:30 this morning and didn&#039;t begin to feel nauseated until around noon. Since most of the suggestions, said to drink water to help with the nausea. I found when I ate a few saltine crackers the nausea went away. Then came a slight headache. Other than that, I&#039;m fine. Good luck everyone""",9.0,37,89,i struggl weight time decid speak internist see would give script someth would curb appetit sweet amp fast food she prescrib contrav honestli i never heard did research amp read everyon comment honestli i frighten mani side effect i desper lose weight i start first dose today i took pill around morn begin feel nauseat around noon sinc suggest said drink water help nausea i found i ate saltin cracker nausea went away then came slight headach other i fine good luck everyon
Jolivette,Birth Control,"""Long story short: I&#039;ve never been able to take a BCP that didn&#039;t cause dibilitating side effects until now!!! I can&#039;t believe it!

For years I have tried many different birth control methods including combination pills of all kinds and the ring. With each one, I would have terrible nausea, intractable vomiting, and eventually migranes.

At first, my doctor told me I just needed to stick with it longer. Well, when I had to pull over on my ten minute drive on the highway to vomit on my way to work, I decided I couldn&#039;t do it anymore.

I recently got a new midwife. She suggested this and I&#039;m SO HAPPY. It&#039;s been about a week and I&#039;ve had absolutely zero side effects. Call me crazy, but I think my libido and mood have actually elevated?""",9.0,10,23,long stori short i never abl bcp caus dibilit side effect i believ for year i tri mani differ birth control method includ combin pill kind ring with i would terribl nausea intract vomit eventu migran at first doctor told i need stick longer well i pull ten minut drive highway vomit way work i decid i anymor i recent got new midwif she suggest i so happi it week i absolut zero side effect call crazi i think libido mood actual elev
Epiduo,Acne,"""I got epiduo the summer of 7th grade bc my acne was horrible and nothing seemed to clear it up. I went to the dermatologist and he gave me epiduo and a facial wash. by the time summer was over, I had very clear skin. although it took a while to kick in, as long as you are consistent with it every night you will see results. I also had to use a night cream bc it made my face dry. but I just used an over the counter one and it worked just fine.""",10.0,14,6,i got epiduo summer th grade bc acn horribl noth seem clear i went dermatologist gave epiduo facial wash time summer i clear skin although took kick long consist everi night see result i use night cream bc made dri i use counter work fine
Sovaldi,Hepatitis C,"""I am 10 weeks into the 12 week treatment with interferon, ribavarin, and Sovaldi. This is my 2nd time around on treatment. My first was with interferon, ribavirin and Victrelis.  I relapsed  the first time and was very very ill during the entire 7 months. This treatment with Sovaldi is a cake walk. The side effects are so minimal compared to last time. I am ill, weak, have insomnia, bone pain and fever but I can do this for 12 weeks if it means a cure. I am so thankful for Sovaldi. I was very hesitant to start treatment again but I am so glad I did. My insurance covered some and Sovaldi covered the difference up to $5 per month. Thank you.""",10.0,36,60,i week week treatment interferon ribavarin sovaldi thi nd time around treatment my first interferon ribavirin victr i relaps first time entir month thi treatment sovaldi cake walk the side effect minim compar last time i weak insomnia bone pain fever i week mean cure i thank sovaldi i hesit start treatment i glad i my insur cover sovaldi cover differ month thank
Norco,11</span> users found this comment helpful.,"""I have suffered with low back pain - 2 surgeries for spinal fusion as well as any other procedure out there.  I now have a rod in my spine with 6 screws to secure a failed fusion.  I have been on Norco for two years and tried going up to oxycodone or percocet and found the Norco much more helpful so switched back.""",9.0,11,0,i suffer low back pain surgeri spinal fusion well procedur i rod spine screw secur fail fusion i norco two year tri go oxycodon percocet found norco much help switch back
Sertraline,Anxiety and Stress,"""Istarted taking Sertraline 11 months ago due to anxiety caused through major life traumas and problems but work tipped me over the edge.  I felt like i was unable to smile fuction talk and walk some days horrible feeling so went to Doctors and started treament.  No side effects and after 2 weeks the black cloud lifted from my life!  I cant tell you how brilliant i feel im generaly happy calm and do not over react anymore.  I do not plan on coming off this medication at all... I am 52 years old.""",10.0,100,11,istart take sertralin month ago due anxieti caus major life trauma problem work tip edg i felt like unabl smile fuction talk walk day horribl feel went doctor start treament no side effect week black cloud lift life i cant tell brilliant feel generali happi calm react anymor i plan come medic i year old
Mylanta,GERD,"""Works every time.""",10.0,16,52,work everi time
Depo-Provera,Birth Control,"""I have had no negative side effects wit this birth control. I have tried about ten different kinds of birth control pills before trying Depo and all of the pills made me an emotional mess. I have no complaints about Depo, I didn&#039;t gain weight, no periods, no crazy emotions.""",10.0,5,23,i neg side effect wit birth control i tri ten differ kind birth control pill tri depo pill made emot mess i complaint depo i gain weight period crazi emot
Medroxyprogesterone,Abnormal Uterine Bleeding,"""I have been using the Depo for 2 1/2 years now. I noticed during the first year I would spot lightly when I usually got my period and my cramps went away. After the first year my period pretty much went away for the most part. However, when I do occasionally get spotting, it lasts for about 2 weeks and it comes at random times. In the past year I can recall it happening three times. For me it still beats getting reglar periods and it has taken away my horrible cramps so I deal with it. The pill always made me sick no matter what brand I tried so that is another plus with the Depo.  But everyone is different and everyone will react differently.""",7.0,41,5,i use depo year i notic first year i would spot lightli i usual got period cramp went away after first year period pretti much went away part howev i occasion get spot last week come random time in past year i recal happen three time for still beat get reglar period taken away horribl cramp i deal the pill alway made sick matter brand i tri anoth plu depo but everyon differ everyon react differ
Tamsulosin,Benign Prostatic Hyperplasia,"""I had brachytherapy and it  helps me pee a much heavier stream but I still feel like I have to pee all the time.  When does it end?""",8.0,9,21,i brachytherapi help pee much heavier stream i still feel like i pee time when
TriNessa,Acne,"""I was on orthotricyclen which really cleared my skin but my new doctor decided to switch Bc on me to trinessa and I&#039;ve been getting more than the typical one or two on my cheeks. And I never break out on my forehead but I started to with trinessa. Trinessa is horrible in helping acne!!""",3.0,2,6,i orthotricyclen realli clear skin new doctor decid switch bc trinessa i get typic two cheek and i never break forehead i start trinessa trinessa horribl help acn
Goserelin,Endometriosis,"""The horrible side effects (even with HRT) were not worth it. The hot flashes, joint pain, mood swings, depression and long-term effects on my bones were NOT worth it.
I really wish doctors would stop trying to give me this as it only does harm.
Endometriosis can only be helped by EXCISION by a skilled surgeon, and will only last for up to a few years. Please stop getting doctors to postpone proper treatment with this.""",2.0,13,48,the horribl side effect even hrt worth the hot flash joint pain mood swing depress long term effect bone not worth i realli wish doctor would stop tri give harm endometriosi help excis skill surgeon last year pleas stop get doctor postpon proper treatment
Nexplanon,Birth Control,"""I got the Nexplanon in August, 2 months after having my 2nd son. I had my period September but for 3 weeks! I hated that part. It is now October and I haven&#039;t had my period. I am going to take a pregnancy test, just in case. But I hope it&#039;s just the birth control causing me not to have started yet.
Other than that I love this form of birth control and will definitely get it again. I did have hives and still get them but its nothing manageable and not enough to give it a bad rap.""",10.0,5,23,i got nexplanon august month nd i period septemb week i hate part it octob i period i go pregnanc test case but i hope birth control caus start yet other i love form birth control definit get i hive still get noth manag enough give bad rap
Quetiapine,Bipolar Disorde,"""I have been taking Seroquel 200mg for over a year for Bipolar Disorder. After years of taking antidepressants I couldn&#039;t figure out why they weren&#039;t working.  I was having really bad manic episodes that would last days to weeks, in which I was staying up for days at a time, spending money I didn&#039;t have and extreme OCD.  My anxiety and mood swings were spinning out of control and I was failing as a mother.  I started therapy and Seroquel and noticed an immediate difference in my manic episodes and insomnia.  I gained weight at first but have since lost it over the course of the year.  I am taking Aderrall during the day and I am back in college, working as a full time accountant and am able to relax at night with my family.""",10.0,30,22,i take seroquel mg year bipolar disord after year take antidepress i figur work i realli bad manic episod would last day week i stay day time spend money i extrem ocd my anxieti mood swing spin control i fail mother i start therapi seroquel notic immedi differ manic episod insomnia i gain weight first sinc lost cours year i take aderral day i back colleg work full time account abl relax night famili
